0.40657216	0.036350295	0.07852559	0.6347977	-0.48485458	0.22937287	0.50111187	-0.50110614	-0.3654943	-0.34283626	-0.024824569	-0.3074673	-0.07691591	0.3874927	-0.6935459	0.31753272
0.7248691	-0.26377603	-0.18355623	0.7506597	-0.3236512	0.122913554	0.73057544	-0.5944834	-0.4565741	-0.34420326	0.20053121	-0.2165075	0.1992962	-0.25008935	-0.51064277	0.043045297
0.28554574	0.11710964	0.27688026	0.40437755	-0.58111453	0.5420337	0.27249518	-0.3004433	-0.36720875	-0.11800731	-0.324417	-0.34242097	0.18761308	0.6729038	-0.8455588	0.07637571
0.14668383	0.11011071	0.24975511	0.6553958	-0.34157407	0.31622002	0.12180113	-0.3654988	-0.17594418	-0.20881957	-0.20984115	-0.23527938	-0.052408807	0.6300792	-0.8122042	0.1972023
0.13493802	-0.22727306	-0.08487451	0.48586947	-0.4927767	0.19672832	0.3673106	-0.47721103	-0.24171394	-0.4050132	0.053580936	-0.3957061	-0.364563	0.5492006	-0.77426344	0.42944854
-0.14635657	0.652645	0.70075357	0.55238754	-0.37725455	0.6113769	-0.77927405	0.090971634	-0.18283531	0.27759472	-0.72617	0.106812924	0.5274858	0.95712984	-0.60317117	-0.2800217
0.4204009	0.1788392	0.15878125	0.48356023	-0.16215532	0.06437274	0.3923711	-0.39293125	-0.13539582	-0.1602735	-0.023257893	0.050652463	0.18241394	0.0022374054	-0.1643884	0.076233566
0.10916618	0.10052666	0.026745211	0.31769705	-0.3414643	0.12923592	0.31378004	-0.40853903	-0.19859983	-0.11526416	0.09589874	-0.2333848	-0.1296513	0.24888122	-0.40685833	0.19086845
-0.6154643	0.51306236	0.39326465	-0.055985823	-0.6464117	0.49940956	-0.835657	-0.089235075	-0.038307596	0.09628233	-0.22990939	-0.43273008	-0.37944916	1.1367077	-0.82450736	0.21581307
0.16627707	0.25414574	0.30041957	0.4998457	-0.32558852	0.38497543	-0.083085746	-0.21351655	-0.16046028	0.044596467	-0.26395994	-0.052637815	0.22848964	0.59220374	-0.3943977	0.013031824
0.17516325	0.3933669	0.26437503	0.46881777	0.18356732	-0.27123648	0.102900654	-0.47185645	0.10731351	-0.27369627	-0.154194	0.24618153	0.13560168	-0.022172088	0.23953809	0.23687345
-0.53907144	0.056273013	-0.20626155	0.031413414	-0.5787087	0.021194827	0.034801804	-0.432716	-0.13221484	-0.10586854	0.42122114	-0.35851127	-0.6261681	0.45367908	-0.18135183	0.47205433
-0.29714465	-0.21361691	-0.26405567	0.26938456	-0.49087125	-0.09056692	0.106868885	-0.4234776	0.010879156	-0.3681021	0.36096284	-0.53196317	-0.62900347	0.6287964	-0.84949106	0.5272597
0.8099422	-0.2321801	-0.10988806	0.41975573	-0.38827446	0.15610437	0.6701529	-0.25171018	-0.39473298	-0.15024969	0.12609528	-0.2652922	0.3080026	-0.32789794	-0.3125745	-0.12101947
